,I-E,N-S,T-F,J-P
5173,0,0,1,0
5174,0,0,0,0
5175,0,0,0,1
5176,1,1,1,0
5177,1,0,0,1
5178,0,0,1,1
5179,1,0,0,0
5180,0,0,1,0
5181,1,0,0,0
5182,0,0,0,0
5183,0,0,0,1
5184,0,0,1,0
5185,1,0,1,1
5186,0,0,1,0
5187,1,0,1,1
5188,0,0,1,0
5189,0,0,1,1
5190,0,1,0,1
5191,0,0,1,1
5192,1,0,1,1
5193,0,0,1,0
5194,1,1,1,1
5195,0,0,1,0
5196,1,0,0,1
5197,1,0,0,1
5198,0,0,0,1
5199,0,0,0,1
5200,0,0,1,1
5201,1,1,0,1
5202,0,0,1,1
5203,0,1,1,0
5204,1,0,0,1
5205,1,0,1,1
5206,1,0,1,1
5207,0,0,1,1
5208,1,0,1,1
5209,1,0,0,0
5210,1,0,0,1
5211,0,0,0,1
5212,1,0,0,1
5213,0,0,0,1
5214,1,0,0,0
5215,0,0,1,0
5216,0,0,1,0
5217,0,0,1,1
5218,0,0,0,0
5219,0,0,1,0
5220,0,0,1,1
5221,0,0,1,1
5222,0,1,1,0
5223,0,0,1,0
5224,0,0,1,1
5225,0,0,1,0
5226,1,0,0,1
5227,0,1,1,1
5228,0,0,1,1
5229,0,0,1,1
5230,0,0,1,0
5231,0,0,1,1
5232,0,0,0,0
5233,0,0,1,1
5234,0,0,1,1
5235,0,0,0,0
5236,0,0,0,1
5237,1,0,0,0
5238,0,0,0,0
5239,0,0,0,1
5240,1,0,0,1
5241,0,0,1,0
5242,0,0,1,0
5243,0,0,1,1
5244,1,0,1,0
5245,0,0,1,1
5246,1,0,1,1
5247,0,0,0,1
5248,0,0,0,0
5249,0,0,0,0
5250,0,0,1,0
5251,0,0,1,0
5252,0,1,0,1
5253,0,0,0,0
5254,1,0,1,1
5255,0,0,1,1
5256,0,0,0,1
5257,0,0,1,1
5258,1,0,0,1
5259,0,0,1,0
5260,0,0,1,1
5261,0,0,0,1
5262,0,0,0,1
5263,0,0,1,1
5264,1,1,0,0
5265,0,1,0,0
5266,0,1,0,1
5267,1,0,1,1
5268,0,0,1,1
5269,0,0,0,1
5270,0,0,1,1
5271,0,0,0,1
5272,1,0,0,0
5273,0,0,1,1
5274,0,0,1,1
5275,1,0,1,1
5276,0,0,1,0
5277,1,0,0,1
5278,1,0,1,1
5279,0,0,0,1
5280,1,0,1,1
5281,0,0,1,1
5282,1,1,1,0
5283,0,0,1,0
5284,0,0,0,1
5285,1,0,1,1
5286,0,0,0,0
5287,1,0,0,1
5288,1,1,0,1
5289,0,0,1,0
5290,1,0,1,1
5291,0,0,1,0
5292,0,0,1,1
5293,0,1,1,1
5294,0,1,0,1
5295,0,0,0,1
5296,1,0,0,1
5297,0,0,0,1
5298,0,0,0,0
5299,0,0,0,0
5300,0,0,1,1
5301,0,0,0,1
5302,1,0,0,1
5303,0,0,0,0
5304,1,0,0,1
5305,0,0,1,0
5306,0,0,0,1
5307,0,0,1,1
5308,1,0,0,1
5309,0,0,0,1
5310,1,0,0,1
5311,0,0,1,0
5312,1,0,1,1
5313,0,0,1,1
5314,0,0,0,0
5315,0,0,1,0
5316,0,1,1,1
5317,0,0,1,1
5318,0,1,1,1
5319,0,0,1,0
5320,0,0,1,0
5321,1,0,0,1
5322,0,1,0,0
5323,0,0,1,0
5324,0,0,1,1
5325,0,0,0,1
5326,0,0,1,0
5327,1,0,1,1
5328,0,0,1,1
5329,0,0,1,1
5330,0,0,1,1
5331,0,0,0,1
5332,1,0,0,1
5333,1,0,1,1
5334,0,0,0,1
5335,0,0,1,1
5336,0,0,0,0
5337,0,0,1,1
5338,0,0,1,1
5339,0,0,0,0
5340,0,0,0,0
5341,0,0,1,1
5342,1,0,0,1
5343,0,0,1,1
5344,0,0,0,0
5345,0,1,1,0
5346,1,1,0,1
5347,0,0,1,1
5348,0,1,0,1
5349,0,0,0,1
5350,1,0,1,1
5351,0,0,1,0
5352,0,0,0,0
5353,0,0,1,1
5354,0,0,0,1
5355,0,0,0,0
5356,1,0,1,1
5357,1,0,0,1
5358,0,0,1,0
5359,0,0,1,0
5360,0,1,0,0
5361,0,0,1,1
5362,0,0,0,0
5363,0,0,0,1
5364,0,0,1,1
5365,0,0,1,0
5366,1,0,0,1
5367,0,1,0,1
5368,0,0,1,1
5369,0,0,0,0
5370,0,0,1,1
5371,0,0,0,1
5372,0,0,1,0
5373,0,0,1,1
5374,0,0,1,0
5375,1,0,1,1
5376,1,0,0,0
5377,1,0,1,1
5378,0,0,1,1
5379,1,1,0,1
5380,0,0,1,1
5381,0,0,1,0
5382,0,0,1,0
5383,0,0,1,1
5384,1,0,1,0
5385,0,0,1,0
5386,1,0,0,0
5387,0,0,1,1
5388,0,0,1,0
5389,0,0,1,0
5390,0,0,1,0
5391,0,0,1,1
5392,0,0,1,1
5393,0,0,1,1
5394,0,0,0,0
5395,0,0,1,0
5396,1,0,1,1
5397,0,0,1,0
5398,1,0,1,1
5399,1,0,0,1
5400,1,0,1,0
5401,1,0,1,1
5402,1,0,0,0
5403,0,0,1,1
5404,0,0,0,0
5405,0,0,1,0
5406,1,0,0,1
5407,1,0,1,1
5408,0,0,1,1
5409,0,1,1,1
5410,0,0,1,0
5411,0,0,1,0
5412,0,0,0,0
5413,0,1,0,1
5414,1,0,0,1
5415,0,0,1,0
5416,0,1,1,1
5417,1,0,0,1
5418,0,0,1,1
5419,0,0,1,1
5420,0,0,0,1
5421,0,0,1,0
5422,1,0,0,1
5423,0,0,0,1
5424,0,1,0,0
5425,0,0,0,1
5426,0,0,0,0
5427,0,0,1,1
5428,0,0,1,1
5429,0,0,0,1
5430,0,0,1,1
5431,0,0,1,0
5432,1,1,0,1
5433,0,0,1,1
5434,0,1,0,1
5435,1,0,0,1
5436,0,0,1,1
5437,0,0,0,0
5438,0,0,1,0
5439,0,0,1,1
5440,0,0,0,1
5441,0,0,0,0
5442,0,0,1,0
5443,0,0,1,0
5444,1,0,0,1
5445,0,0,1,1
5446,0,0,1,1
5447,0,0,0,1
5448,0,0,0,0
5449,0,0,1,0
5450,0,1,0,0
5451,1,0,0,1
5452,0,0,1,0
5453,0,1,0,1
5454,0,0,0,1
5455,0,0,0,0
5456,0,0,0,1
5457,0,0,0,0
5458,1,0,0,0
5459,0,0,1,1
5460,0,0,1,1
5461,0,0,1,0
5462,0,1,0,1
5463,1,0,1,1
5464,0,0,1,0
5465,0,1,0,1
5466,1,0,1,0
5467,0,0,0,0
5468,0,0,0,1
5469,1,1,1,0
5470,0,0,0,1
5471,0,1,1,1
5472,1,1,1,0
5473,0,0,1,0
5474,0,1,0,1
5475,0,1,1,0
5476,0,1,0,1
5477,0,1,0,0
5478,0,0,0,1
5479,0,0,0,1
5480,0,0,0,1
5481,0,0,1,0
5482,0,0,1,1
5483,0,0,1,0
5484,0,1,0,1
5485,0,0,1,1
5486,0,0,1,0
5487,1,0,1,1
5488,0,0,0,0
5489,0,0,0,1
5490,0,0,1,1
5491,0,0,1,0
5492,0,0,1,1
5493,1,0,1,1
5494,0,0,1,1
5495,0,1,1,1
5496,0,0,0,1
5497,0,1,1,1
5498,0,1,1,1
5499,0,0,1,1
5500,0,0,0,1
5501,0,0,1,1
5502,0,0,1,0
5503,0,0,1,1
5504,0,0,0,0
5505,0,0,0,0
5506,1,0,0,1
5507,0,0,1,1
5508,1,0,0,1
5509,0,0,0,0
5510,0,0,0,0
5511,1,0,1,1
5512,0,0,0,1
5513,0,0,0,1
5514,1,0,0,1
5515,0,0,1,1
5516,0,0,1,1
5517,0,0,0,1
5518,1,0,0,1
5519,0,0,0,1
5520,1,0,0,1
5521,0,0,1,0
5522,0,0,1,1
5523,1,0,1,1
5524,0,0,1,0
5525,0,0,1,0
5526,0,0,1,1
5527,0,0,0,0
5528,0,0,1,1
5529,0,0,1,1
5530,1,0,1,0
5531,0,0,1,1
5532,1,1,0,1
5533,0,0,1,1
5534,0,0,1,1
5535,0,0,0,1
5536,0,0,0,0
5537,1,0,0,1
5538,1,0,1,0
5539,0,0,0,0
5540,0,0,0,1
5541,0,1,1,1
5542,0,0,0,1
5543,0,0,0,1
5544,1,0,1,1
5545,0,0,1,0
5546,0,0,1,1
5547,0,0,0,0
5548,0,0,0,1
5549,0,0,0,1
5550,0,0,0,1
5551,0,0,0,0
5552,0,1,0,0
5553,0,0,0,0
5554,1,0,0,1
5555,0,0,1,1
5556,0,0,1,0
5557,0,0,0,1
5558,0,0,0,1
5559,0,0,1,1
5560,0,0,1,1
5561,0,0,1,1
5562,0,0,0,0
5563,0,0,0,0
5564,0,0,0,0
5565,1,0,1,1
5566,1,0,0,1
5567,1,0,1,1
5568,0,0,1,1
5569,1,0,0,1
5570,0,0,1,0
5571,0,0,1,1
5572,0,0,1,1
5573,0,0,1,0
5574,1,0,1,1
5575,0,1,0,1
5576,0,0,1,0
5577,1,0,0,1
5578,0,0,0,1
5579,1,1,1,1
5580,1,0,1,1
5581,1,0,0,0
5582,1,1,1,0
5583,0,0,0,0
5584,0,0,0,0
5585,0,0,1,0
5586,0,0,0,1
5587,1,0,0,1
5588,0,1,0,1
5589,0,1,0,1
5590,0,0,1,0
5591,1,0,0,1
5592,0,0,1,1
5593,1,0,1,1
5594,0,0,1,0
5595,0,0,1,1
5596,0,0,1,1
5597,1,0,0,1
5598,0,0,1,1
5599,1,0,0,0
5600,1,0,0,1
5601,0,1,0,1
5602,0,0,0,0
5603,1,0,0,1
5604,0,0,0,0
5605,0,0,1,1
5606,0,0,1,0
5607,0,1,0,0
5608,0,0,0,0
5609,0,0,0,0
5610,0,1,0,0
5611,1,0,1,1
5612,1,0,0,1
5613,0,0,1,0
5614,0,0,1,1
5615,0,0,0,0
5616,0,0,0,1
5617,0,0,1,1
5618,0,0,0,1
5619,0,0,1,1
5620,0,0,0,0
5621,0,0,0,0
5622,1,0,0,1
5623,0,0,0,1
5624,0,0,1,0
5625,0,0,1,0
5626,1,0,1,1
5627,0,1,1,1
5628,1,0,0,1
5629,1,0,1,1
5630,0,0,1,1
5631,0,0,0,1
5632,0,0,1,1
5633,0,1,1,0
5634,1,0,0,1
5635,0,0,0,0
5636,0,0,0,1
5637,0,0,1,1
5638,1,0,0,1
5639,1,0,1,0
5640,0,0,1,0
5641,0,0,0,1
5642,0,1,1,1
5643,0,0,1,1
5644,0,0,0,1
5645,1,0,0,1
5646,0,1,0,0
5647,0,0,0,1
5648,0,0,1,0
5649,0,1,1,1
5650,0,0,0,1
5651,0,0,1,0
5652,1,0,0,1
5653,0,0,0,1
5654,0,0,1,0
5655,0,0,1,0
5656,1,0,0,0
5657,0,0,0,1
5658,0,0,1,0
5659,0,0,1,1
5660,1,1,0,0
5661,1,0,1,0
5662,0,0,1,0
5663,0,0,1,1
5664,0,0,1,1
5665,0,0,1,1
5666,0,0,1,1
5667,0,0,1,0
5668,0,0,1,1
5669,0,0,0,1
5670,0,0,0,1
5671,1,0,0,1
5672,0,1,0,0
5673,0,0,1,1
5674,0,0,1,0
5675,0,1,0,0
5676,0,0,1,0
5677,0,0,1,0
5678,0,0,1,1
5679,0,0,0,0
5680,0,0,0,0
5681,0,0,0,1
5682,0,0,0,0
5683,0,0,0,0
5684,0,0,1,1
5685,0,0,0,0
5686,1,0,0,1
5687,0,0,0,1
5688,0,0,1,0
5689,0,0,1,1
5690,0,0,0,0
5691,0,0,0,0
5692,0,0,0,1
5693,0,0,0,1
5694,1,0,1,0
5695,0,0,0,1
5696,0,0,0,1
5697,1,0,0,1
5698,0,0,0,1
5699,0,1,0,0
5700,0,0,0,0
5701,0,1,1,1
5702,0,0,0,1
5703,0,0,1,0
5704,0,0,1,1
5705,0,1,1,0
5706,0,0,0,0
5707,0,0,1,0
5708,1,0,1,1
5709,1,0,0,0
5710,0,1,1,1
5711,0,0,1,0
5712,0,0,1,1
5713,1,0,1,0
5714,0,1,0,0
5715,1,0,0,1
5716,0,1,0,0
5717,0,0,0,1
5718,0,0,0,0
5719,0,1,1,1
5720,0,0,1,1
5721,0,0,0,0
5722,0,0,0,0
5723,0,0,1,0
5724,1,0,1,0
5725,1,0,0,1
5726,1,0,0,0
5727,1,0,0,0
5728,0,0,1,0
5729,0,0,1,1
5730,0,0,0,0
5731,1,0,1,1
5732,0,0,1,1
5733,1,0,0,1
5734,0,0,1,1
5735,0,0,1,0
5736,0,1,0,1
5737,0,0,1,0
5738,0,0,0,1
5739,0,0,1,1
5740,0,0,0,1
5741,1,0,1,1
5742,0,0,0,0
5743,0,0,1,1
5744,0,0,0,1
5745,0,0,1,0
5746,0,0,1,1
5747,1,0,0,1
5748,0,0,0,1
5749,0,0,0,0
5750,0,0,1,0
5751,0,0,1,1
5752,0,0,1,1
5753,0,0,0,1
5754,1,1,1,1
5755,0,0,0,1
5756,0,0,1,1
5757,1,0,0,1
5758,0,0,0,0
5759,0,1,1,1
5760,0,0,1,0
5761,0,0,1,1
5762,1,0,1,1
5763,0,0,1,0
5764,0,0,1,1
5765,0,0,1,1
5766,0,0,0,0
5767,0,0,1,1
5768,0,0,0,0
5769,1,0,1,1
5770,0,1,0,0
5771,0,0,1,1
5772,0,0,0,0
5773,0,0,1,1
5774,0,0,0,0
5775,1,0,1,1
5776,1,0,1,1
5777,1,0,1,0
5778,0,0,0,0
5779,0,0,0,0
5780,0,0,0,0
5781,1,0,1,1
5782,0,0,0,1
5783,0,0,0,0
5784,0,0,1,0
5785,0,1,0,1
5786,0,0,1,1
5787,1,0,0,1
5788,0,0,0,1
5789,1,0,0,1
5790,0,0,1,1
5791,1,0,1,1
5792,1,0,1,1
5793,0,0,0,1
5794,0,1,1,0
5795,0,0,1,1
5796,1,0,1,1
5797,0,0,0,1
5798,0,0,0,0
5799,0,0,0,0
5800,0,0,0,1
5801,0,0,1,1
5802,0,0,1,1
5803,1,0,0,1
5804,1,0,1,1
5805,0,0,0,0
5806,0,0,0,1
5807,0,0,0,0
5808,0,1,1,1
5809,0,0,0,1
5810,1,0,1,0
5811,0,0,1,1
5812,0,1,1,0
5813,0,0,1,1
5814,0,0,1,0
5815,0,0,0,1
5816,0,0,1,1
5817,1,1,1,1
5818,1,0,0,1
5819,0,0,1,1
5820,0,0,1,0
5821,0,0,0,1
5822,0,0,0,1
5823,0,0,1,0
5824,0,0,0,0
5825,0,0,0,1
5826,1,0,0,1
5827,0,0,1,0
5828,1,0,0,0
5829,0,0,1,1
5830,1,0,0,1
5831,0,1,1,0
5832,0,0,1,1
5833,0,0,1,0
5834,1,0,0,0
5835,1,0,1,1
5836,1,0,1,0
5837,0,1,0,1
5838,0,0,1,0
5839,0,1,1,0
5840,0,1,1,0
5841,0,0,1,0
5842,0,1,1,1
5843,0,0,0,1
5844,1,0,0,0
5845,1,0,1,1
5846,0,0,1,0
5847,0,0,1,0
5848,1,1,0,1
5849,0,0,1,1
5850,0,0,0,1
5851,0,0,1,0
5852,0,0,0,1
5853,0,0,0,1
5854,1,0,1,0
5855,0,1,1,1
5856,0,0,0,0
5857,0,0,0,0
5858,1,0,0,1
5859,0,0,1,1
5860,1,0,1,1
5861,0,1,1,1
5862,1,0,0,1
5863,0,0,1,0
5864,1,0,0,1
5865,0,1,0,1
5866,0,1,0,1
5867,0,0,1,1
5868,0,0,1,0
5869,0,0,1,1
5870,0,0,0,0
5871,0,0,0,1
5872,0,0,0,0
5873,0,0,0,0
5874,0,0,1,1
5875,0,0,0,1
5876,0,0,1,1
5877,1,0,1,1
5878,0,1,0,1
5879,0,0,0,1
5880,0,0,0,0
5881,0,0,1,1
5882,0,1,0,1
5883,0,0,0,0
5884,0,0,1,0
5885,0,0,1,1
5886,0,0,1,1
5887,0,0,1,1
5888,1,0,0,1
5889,0,0,1,0
5890,0,0,1,0
5891,0,0,1,1
5892,0,0,0,0
5893,0,0,1,1
5894,0,0,0,1
5895,0,0,1,1
5896,1,0,0,0
5897,0,0,0,1
5898,0,0,0,0
5899,0,0,1,1
5900,0,0,0,0
5901,0,0,0,0
5902,0,0,0,0
5903,0,0,1,0
5904,1,0,1,1
5905,1,0,0,1
5906,1,0,0,1
5907,1,0,0,1
5908,0,0,1,0
5909,1,0,1,1
5910,0,0,1,1
5911,0,1,0,0
5912,0,0,1,1
5913,0,1,0,1
5914,0,0,1,0
5915,0,0,0,0
5916,0,0,1,1
5917,0,1,1,1
5918,0,0,0,0
5919,1,0,1,1
5920,0,0,0,1
5921,0,1,1,0
5922,1,1,0,1
5923,0,0,1,1
5924,0,0,0,1
5925,0,0,1,1
5926,1,0,1,1
5927,0,0,1,0
5928,0,0,0,1
5929,0,0,1,0
5930,0,1,0,0
5931,0,1,0,1
5932,0,0,1,1
5933,0,0,1,1
5934,0,0,0,0
5935,0,0,1,1
5936,0,0,0,0
5937,1,0,0,0
5938,0,1,0,0
5939,1,0,1,1
5940,0,0,0,0
5941,0,0,1,1
5942,0,0,1,1
5943,1,0,1,1
5944,0,0,1,0
5945,0,0,1,0
5946,0,0,1,1
5947,0,0,1,1
5948,0,1,1,1
5949,0,0,1,1
5950,1,0,0,1
5951,0,0,1,0
5952,0,0,1,1
5953,0,0,1,1
5954,0,0,1,0
5955,0,0,0,0
5956,0,1,0,1
5957,0,1,1,1
5958,1,0,0,0
5959,0,0,1,1
5960,0,0,1,1
5961,1,0,1,1
5962,0,0,1,1
5963,0,0,1,1
5964,1,0,1,1
5965,0,1,0,0
5966,0,1,0,0
5967,0,0,0,1
5968,0,0,0,0
5969,0,0,0,0
5970,0,0,0,1
5971,1,0,0,0
5972,0,1,1,1
5973,0,0,0,1
5974,0,0,0,1
5975,0,0,0,1
5976,0,0,0,1
5977,0,0,1,1
5978,1,0,0,1
5979,0,0,1,0
5980,0,0,0,0
5981,1,0,0,1
5982,0,0,1,1
5983,0,0,1,0
5984,0,0,1,1
5985,0,0,1,0
5986,0,0,1,0
5987,0,0,1,0
5988,0,0,1,0
5989,0,0,1,1
5990,0,0,1,1
5991,1,1,1,0
5992,0,0,1,1
5993,0,0,1,0
5994,1,0,1,1
5995,0,0,1,1
5996,0,0,0,1
5997,0,0,0,1
5998,0,0,1,1
5999,0,1,0,1
6000,0,0,1,1
6001,0,0,1,0
6002,0,0,0,1
6003,1,0,0,1
6004,0,0,0,1
6005,0,0,1,0
6006,0,0,1,1
6007,0,0,0,0
6008,0,0,1,0
6009,0,0,1,1
6010,0,0,0,1
6011,1,0,0,1
6012,0,0,0,1
6013,0,0,0,1
6014,0,1,0,0
6015,0,0,1,1
6016,1,0,1,1
6017,0,0,1,1
6018,1,0,0,0
6019,0,0,0,0
6020,0,0,1,1
6021,0,0,1,0
6022,1,0,1,1
6023,0,1,1,1
6024,0,0,1,0
6025,0,0,1,0
6026,0,0,0,1
6027,0,0,0,0
6028,0,1,1,1
6029,0,0,1,1
6030,0,1,0,1
6031,0,0,1,0
6032,0,1,1,1
6033,0,0,0,0
6034,1,1,0,0
6035,0,0,1,1
6036,1,0,0,1
6037,0,0,1,1
6038,0,0,1,1
6039,0,0,0,1
6040,0,0,0,1
6041,0,1,1,0
6042,1,0,0,0
6043,0,0,1,1
6044,0,0,0,0
6045,0,1,0,0
6046,1,1,1,0
6047,0,0,0,0
6048,0,1,0,0
6049,1,0,0,1
6050,0,0,0,1
6051,1,0,1,1
6052,1,0,0,0
6053,0,0,1,0
6054,0,0,1,0
6055,0,0,1,1
6056,0,1,1,1
6057,0,0,1,1
6058,0,0,0,1
6059,0,0,1,0
6060,0,0,0,0
6061,0,0,1,0
6062,1,0,1,1
6063,0,0,0,1
6064,0,0,1,1
6065,0,0,1,1
6066,1,0,0,1
6067,0,0,1,1
6068,0,0,0,0
6069,1,0,0,1
6070,0,1,1,1
6071,0,0,0,0
6072,0,0,1,1
6073,0,0,0,0
6074,0,0,0,0
6075,1,0,1,1
6076,0,1,1,0
6077,1,0,0,0
6078,1,0,1,1
6079,0,0,0,0
6080,0,0,1,1
6081,0,0,0,1
6082,0,1,1,0
6083,0,0,1,1
6084,1,0,1,1
6085,0,0,0,0
6086,0,0,1,1
6087,1,0,0,0
6088,0,0,0,0
6089,0,0,1,0
6090,0,0,0,1
6091,1,0,0,1
6092,0,1,1,1
6093,0,0,0,1
6094,1,0,1,1
6095,0,0,1,1
6096,0,0,0,1
6097,0,0,0,0
6098,1,0,1,1
6099,0,0,1,1
6100,0,0,1,1
6101,0,1,0,1
6102,0,0,0,1
6103,0,0,1,1
6104,0,0,0,1
6105,0,0,1,1
6106,0,1,1,1
6107,0,0,1,1
6108,0,0,1,0
6109,1,0,1,1
6110,0,0,0,0
6111,0,1,0,1
6112,1,0,1,1
6113,0,0,0,1
6114,0,0,1,1
6115,0,0,0,1
6116,0,0,0,1
6117,1,0,0,1
6118,0,0,0,1
6119,0,0,1,0
6120,1,0,0,1
6121,0,0,0,1
6122,0,0,1,0
6123,1,0,0,1
6124,1,0,1,0
6125,0,1,0,0
6126,0,0,1,1
6127,0,0,0,1
6128,0,0,1,0
6129,0,1,1,1
6130,0,0,1,1
6131,0,0,0,1
6132,0,0,0,0
6133,0,0,0,1
6134,1,0,0,1
6135,0,0,0,0
6136,0,0,1,0
6137,0,1,1,1
6138,0,0,0,1
6139,1,0,0,1
6140,1,0,0,0
6141,1,0,1,1
6142,0,1,1,0
6143,0,0,0,0
6144,0,1,1,0
6145,1,0,1,1
6146,0,0,0,1
6147,0,0,1,1
6148,0,0,1,1
6149,0,0,0,1
6150,1,0,1,1
6151,0,1,0,1
6152,0,0,1,0
6153,0,0,1,0
6154,0,0,1,1
6155,0,0,0,0
6156,0,0,1,0
6157,0,0,1,1
6158,1,0,0,0
6159,0,0,0,0
6160,0,1,0,1
6161,0,0,1,1
6162,0,0,1,1
6163,0,1,0,0
6164,0,0,1,0
6165,0,0,0,0
6166,0,1,1,1
6167,0,0,0,0
6168,0,1,0,1
6169,0,0,1,0
6170,0,1,0,1
6171,1,0,0,1
6172,1,0,0,0
6173,1,1,0,1
6174,0,0,0,0
6175,0,1,1,0
6176,0,0,0,1
6177,0,0,1,1
6178,0,0,1,0
6179,0,0,1,0
6180,0,0,0,1
6181,0,0,1,1
6182,1,0,0,1
6183,1,0,1,1
6184,0,0,1,1
6185,1,0,1,1
6186,0,0,0,0
6187,0,0,0,0
6188,0,0,0,1
6189,0,0,1,1
6190,0,0,1,1
6191,0,0,1,1
6192,0,0,1,1
6193,0,0,1,0
6194,1,0,1,1
6195,0,0,1,0
6196,0,1,1,0
6197,1,0,0,1
6198,0,0,1,1
6199,0,0,1,0
6200,1,0,1,1
6201,1,0,0,1
6202,0,0,1,0
6203,0,0,1,0
6204,1,1,1,1
6205,0,0,1,1
6206,0,0,0,0
6207,1,0,1,1
6208,0,0,1,1
6209,0,0,1,1
6210,1,0,1,1
6211,0,1,0,1
6212,1,1,1,1
6213,0,1,0,1
6214,0,0,0,1
6215,0,0,0,0
6216,1,0,0,0
6217,0,0,1,1
6218,0,1,0,1
6219,1,0,1,0
6220,0,0,1,1
6221,1,0,1,0
6222,0,0,0,0
6223,0,1,0,1
6224,0,0,0,1
6225,0,0,0,0
6226,0,0,0,1
6227,0,0,0,0
6228,0,0,1,0
6229,0,0,0,0
6230,0,0,0,1
6231,1,0,1,1
6232,0,0,1,1
6233,1,0,0,1
6234,0,0,1,1
6235,0,0,1,1
6236,0,0,0,1
6237,0,1,1,1
6238,0,1,1,1
6239,0,0,0,0
6240,1,0,1,1
6241,1,0,0,1
6242,0,0,1,1
6243,0,0,1,1
6244,1,0,0,1
6245,1,0,1,1
6246,1,0,1,1
6247,1,0,0,1
6248,0,0,1,0
6249,0,0,0,0
6250,0,0,0,1
6251,0,0,0,1
6252,0,1,0,1
6253,0,1,1,0
6254,0,0,1,0
6255,0,0,1,0
6256,0,0,1,1
6257,1,0,0,0
6258,0,0,1,0
6259,0,0,1,1
6260,0,0,0,0
6261,0,0,1,0
6262,1,0,0,0
6263,0,0,0,1
6264,0,1,1,0
6265,1,0,0,1
6266,0,0,1,1
6267,0,0,0,1
6268,0,0,0,1
6269,1,0,1,1
6270,0,0,1,0
6271,1,1,0,1
6272,0,0,1,0
6273,0,0,0,1
6274,0,0,1,1
6275,1,0,0,0
6276,1,0,0,1
6277,0,1,0,1
6278,0,0,0,1
6279,0,0,1,0
6280,0,1,1,1
6281,0,1,1,0
6282,1,0,0,1
6283,0,0,0,0
6284,1,0,0,1
6285,0,0,0,1
6286,0,0,1,1
6287,0,0,0,0
6288,0,1,0,1
6289,0,0,1,0
6290,0,0,0,1
6291,0,0,1,0
6292,0,0,0,1
6293,0,0,1,1
6294,0,0,0,0
6295,0,0,1,0
6296,0,0,0,0
6297,1,0,0,1
6298,0,0,1,1
6299,0,0,0,0
6300,0,0,0,1
6301,0,0,1,1
6302,0,0,0,0
6303,0,0,1,1
6304,0,0,1,1
6305,0,0,0,1
6306,0,0,1,0
6307,0,0,0,0
6308,0,0,1,1
6309,0,0,1,1
6310,0,1,0,1
6311,0,0,1,1
6312,0,1,0,0
6313,0,0,0,0
6314,1,1,1,0
6315,0,0,0,1
6316,0,0,1,0
6317,0,1,0,1
6318,1,0,0,0
6319,0,0,1,1
6320,1,0,1,1
6321,0,0,0,0
6322,0,0,0,1
6323,0,0,0,0
6324,0,0,0,0
6325,0,0,1,1
6326,0,0,1,0
6327,0,0,0,0
6328,1,1,0,1
6329,0,0,1,0
6330,0,0,0,0
6331,0,0,0,1
6332,0,0,0,1
6333,0,1,1,1
6334,0,0,0,1
6335,0,1,1,1
6336,0,0,1,1
6337,0,0,1,1
6338,0,0,1,0
6339,0,0,0,1
6340,0,0,0,1
6341,0,0,0,0
6342,1,0,0,1
6343,1,0,0,1
6344,0,1,0,0
6345,0,1,0,1
6346,0,0,1,1
6347,1,1,1,0
6348,0,0,1,1
6349,0,1,0,1
6350,1,0,1,1
6351,0,0,0,1
6352,0,0,1,0
6353,0,0,0,1
6354,0,0,0,0
6355,1,0,0,0
6356,1,0,1,1
6357,0,0,1,1
6358,0,0,1,0
6359,0,1,0,1
6360,0,0,1,1
6361,1,0,0,1
6362,0,0,0,1
6363,0,0,0,0
6364,1,1,1,0
6365,0,0,1,0
6366,0,0,1,1
6367,1,0,1,1
6368,0,0,0,0
6369,1,0,0,1
6370,0,0,1,0
6371,0,0,0,0
6372,1,1,1,1
6373,0,0,1,1
6374,0,0,0,1
6375,0,0,1,1
6376,0,1,0,1
6377,1,0,1,1
6378,1,0,1,0
6379,0,0,1,0
6380,0,0,1,0
6381,0,0,0,1
6382,1,0,1,1
6383,0,0,0,1
6384,0,0,1,0
6385,0,1,0,1
6386,0,0,1,1
6387,0,0,1,1
6388,0,0,1,0
6389,0,0,0,1
6390,0,1,1,1
6391,0,0,0,0
6392,0,1,0,1
6393,0,0,1,1
6394,0,0,0,1
6395,0,0,1,0
6396,0,1,1,0
6397,0,0,0,0
6398,0,0,1,0
6399,0,0,0,1
6400,0,0,1,0
6401,0,0,0,1
6402,0,0,0,1
6403,0,0,0,0
6404,0,0,0,1
6405,0,0,1,1
6406,0,0,1,0
6407,0,1,1,0
6408,0,0,1,1
6409,0,1,1,1
6410,0,1,1,1
6411,0,0,0,0
6412,0,0,1,0
6413,0,1,0,0
6414,1,0,1,1
6415,0,0,0,0
6416,1,0,0,1
6417,0,0,1,1
6418,0,0,0,0
6419,0,1,0,0
6420,0,0,0,0
6421,1,0,0,1
6422,0,0,1,1
6423,0,1,0,0
6424,0,0,1,1
6425,1,0,0,0
6426,0,0,1,0
6427,0,0,1,1
6428,0,0,1,1
6429,0,0,0,1
6430,0,0,1,1
6431,0,1,0,1
6432,1,0,0,1
6433,0,0,0,1
6434,0,0,0,0
6435,0,0,1,1
6436,0,0,0,0
6437,0,1,0,0
6438,0,0,1,1
6439,0,0,0,0
6440,0,0,0,1
6441,1,1,1,0
6442,0,0,0,0
6443,0,0,1,0
